Nanopore_ID	Plasmid_ID	Contig_ID	Sequence_size	Number_of_AR_genes	AR_gene_list	Best_blast_hit	Fraction_aligned	Percent_identity	novel	clusters
1618	N228_BC02	p_4985	tig00000143	6648	0	NA	Acinetobacter sp. WCHA45 plasmid p1 010045, complete sequence	0.266	86.091	yes	413
1619	N228_BC02	p_4986	tig00000179	34898	0	NA	Bacillus cereus Q1 plasmid pBc239, complete sequence	0.105	88.096	yes	169
1620	N174_BC02	p_4989	tig00000020	6965	0	NA	Staphyloccous epidermidis trimethoprim resistance plasmid pSK639, complete sequence	0.512	81.893	yes	114
1621	N174_BC02	p_4990	tig00000017	6973	0	NA	Staphyloccous epidermidis trimethoprim resistance plasmid pSK639, complete sequence	0.492	85.02	yes	114
1622	N212_BC02	p_4992	tig00000137	2262	0	NA	Staphylococcus aureus plasmid pKH4 replication protein Rep (rep) and quaternary ammonium compounds resistance protein Qac genes, complete cds	0.709	81.943	yes	137
1623	N212_BC02	p_4993	tig00000194	2089	0	NA	Staphylococcus epidermidis plasmid SAP108D, complete sequence	0.689	88.33	yes	414
1624	N212_BC02	p_4994	tig00000436	2654	0	NA	Staphylococcus arlettae strain SA-01 plasmid pSA-01, complete sequence	0.455	79.23	yes	138
1625	N136_BC01	p_4997	tig00000004	5061	0	NA	Enterobacter hormaechei subsp. oharae strain 34978 plasmid p34978-5.413kb, complete sequence	0.741	93.044	yes	277
1626	N136_BC01	p_4999	tig00000003	75337	0	NA	Enterobacter cloacae strain MS7884A plasmid pMS7884B, complete sequence	0.554	91.737	yes	278
1627	N103_BC08	p_5003	tig00000027	10755	0	NA	Staphylococcus sp. AntiMn-1 plasmid AM1 232, complete sequence	0.447	94.489	yes	234
1628	N103_BC08	p_5004	tig00000028	10725	0	NA	Staphylococcus sp. AntiMn-1 plasmid AM1 232, complete sequence	0.425	95.282	yes	234
1629	N103_BC08	p_5007	tig00000018	5005	0	NA	Listeria monocytogenes strain LM-C-273 plasmid pLM-C-273 clone contig000004 genomic sequence	0.35	86.994	yes	128
1630	N103_BC08	p_5008	tig00000029	37759	0	NA	Staphylococcus epidermidis strain SP1 plasmid pSP01, complete sequence	0.061	86.18	yes	49
1631	N197_BC10	p_5017	tig00000530	12148	0	NA	Bacillus cereus AH187 plasmid pAH187 12, complete sequence	0.807	91.915	yes	415
1632	N183_BC11	p_5025	tig00000179	3385	0	NA	Staphylococcus aureus subsp. aureus strain 1971.C01 plasmid p1971.C01c, complete sequence	0.586	86.23	yes	10
1633	N118_BC01	p_5027	tig00000003	5782	0	NA	Acinetobacter baumannii strain Ab14 plasmid pAB14 transposon Tn2007, complete sequence; and MobA (MobA) gene, complete cds	0.715	94.53	yes	416
1634	N118_BC01	p_5029	tig00000007	8564	0	NA	Acinetobacter sp. M131 plasmid pM131-5, complete sequence	0.589	93.145	yes	70
1635	N118_BC01	p_5030	tig00000012	6034	0	NA	Acinetobacter baumannii strain 11510 plasmid pAba11510a	0.555	90.386	yes	79
1636	N118_BC01	p_5032	tig00000006	22755	0	NA	Acinetobacter lwoffii strain VS15 plasmid pALWVS1.1, complete sequence	0.539	94.473	yes	379
1637	N118_BC01	p_5033	tig00000004	7157	0	NA	Acinetobacter defluvii strain WCHA30 plasmid p4 010030, complete sequence	0.28	82.12	yes	386
1638	N168_BC02	p_5035	tig00000022	194831	0	NA	Delftia acidovorans plasmid pMC1, partial sequence	0.069	90.587	yes	53
1639	N146_BC11	p_5036	tig00000029	20454	2	Aph3-Ib;GES;	Serratia marcescens strain AR 0027 plasmid unitig 1 pilon, complete sequence	0.562	92.762	yes	201
1640	N173_BC09	p_5042	tig00002159	6224	0	NA	Enterococcus faecium strain 2014-VREF-41 plasmid p41-2, complete sequence	1.006	97.499	yes	7
1641	N173_BC09	p_5047	tig00002158	6199	0	NA	Enterococcus faecium strain 2014-VREF-41 plasmid p41-2, complete sequence	1.005	97.614	yes	7
1642	N216_BC07	p_5052	tig00000020	417357	0	NA	Sphingobium cloacae plasmid pSCLO 2 DNA, complete sequence, strain: JCM 10874	0.414	96.079	yes	399
1643	N168_BC07	p_5061	tig00000186	58666	0	NA	Staphylococcus sp. CDC3 plasmid SAP020A, complete sequence	0.74	82.496	yes	223
1644	N168_BC07	p_5063	tig00000427	9063	0	NA	Bacillus thuringiensis serovar kurstaki str. YBT-1520 plasmid pBMB7921, complete sequence	0.682	89.111	yes	8
1645	N145_BC01	p_5088	tig00000357	11714	0	NA	Bacillus thuringiensis strain Bc601 plasmid pBTBC1, complete sequence	0.671	91.923	yes	402
1646	N145_BC01	p_5089	tig00000417	7831	0	NA	Bacillus thuringiensis serovar finitimus YBT-020 plasmid pBMB26, complete sequence	0.042	81.88	yes	232
1647	N179_BC12	p_5091	tig00000106	67381	0	NA	Bacillus thuringiensis strain MYBT18246 plasmid p55166, complete sequence	0.638	94.267	yes	72
1648	N179_BC12	p_5092	tig00000094	65066	0	NA	Bacillus thuringiensis strain MYBT18246 plasmid p120416, complete sequence	0.535	86.64	yes	61
1649	N179_BC12	p_5094	tig00005319	97153	0	NA	Bacillus cereus strain MLY1 plasmid pMLY1.2, complete sequence	0.33	92.647	yes	62
1650	N179_BC12	p_5095	tig00000074	4295	0	NA	Bacillus cereus E33L plasmid pBCO 4, complete sequence	0.301	81.22	yes	23
1651	N179_BC12	p_5097	tig00005311	51243	0	NA	Bacillus weihenstephanensis KBAB4 plasmid pBWB404, complete genome	0.268	84.577	yes	65
1652	N179_BC12	p_5099	tig00000198	4257	0	NA	Bacillus thuringiensis plasmid pTX14-1, MOB, REP, and collagen-like protein genes, complete sequence	0.247	76.22	yes	63
1653	N179_BC12	p_5101	tig00000128	16263	0	NA	Bacillus thuringiensis strain MYBT18246 plasmid p46701, complete sequence	0.165	91.772	yes	64
1654	N217_BC12	p_5104	tig00000074	195000	0	NA	Delftia acidovorans plasmid pMC1, partial sequence	0.068	90.681	yes	53
1655	N151_BC10	p_5107	tig00000014	180954	0	NA	Alicycliphilus denitrificans BC plasmid pALIDE02, complete sequence	0.107	96.99	yes	53
1656	N179_BC08	p_5112	tig00000224	5148	0	NA	Enterococcus faecium strain ISMMS VRE 12 plasmid p2 ISMMS VRE12, complete sequence	1.009	97.619	yes	105
1657	N179_BC08	p_5113	tig00002886	2027	0	NA	Enterococcus faecium isolate 2014-VREF-268 plasmid p268-2 sequence	1.007	97.33	yes	24
1658	N179_BC08	p_5114	tig00000207	1917	0	NA	Enterococcus faecium strain E745 plasmid pl2, complete sequence	1.004	98.067	yes	106
1659	N179_BC08	p_5115	tig00002885	2030	0	NA	Enterococcus faecium isolate Ef aus00233 genome assembly, plasmid: 5	1.004	98.516	yes	24
1660	N179_BC08	p_5120	tig00000197	2861	0	NA	Enterococcus faecium strain ISMMS VRE 1 plasmid ISMMS VRE p2, complete sequence	0.627	84.068	yes	147
1661	N179_BC08	p_5121	tig00002884	7322	0	NA	Bacillus mycoides strain ATCC 6462 plasmid pBMX 2, complete sequence	0.595	87.157	yes	51
1662	N204_BC02	p_5125	tig00000038	181424	0	NA	Alicycliphilus denitrificans BC plasmid pALIDE02, complete sequence	0.081	96.391	yes	53
1663	N212_BC03	p_5127	tig00000253	4489	0	NA	Bacillus thuringiensis serovar entomocidus plasmid pUIBI-1, complete sequence	0.608	90.345	yes	20
1664	N212_BC03	p_5129	tig00004270	95869	0	NA	Bacillus cereus strain MLY1 plasmid pMLY1.2, complete sequence	0.404	92.84	yes	62
1665	N212_BC03	p_5130	tig00004266	4299	0	NA	Bacillus cereus E33L plasmid pBCO 4, complete sequence	0.295	80.639	yes	23
1666	N212_BC03	p_5131	tig00000264	4261	0	NA	Bacillus thuringiensis plasmid pTX14-1, MOB, REP, and collagen-like protein genes, complete sequence	0.291	77.165	yes	63
1667	N212_BC03	p_5132	tig00000281	4151	0	NA	Bacillus thuringiensis strain YGd22-03 plasmid pYGD83, complete sequence	0.238	85.305	yes	22
1668	N212_BC03	p_5133	tig00000308	14181	0	NA	Bacillus thuringiensis strain MYBT18246 plasmid p46701, complete sequence	0.175	92.062	yes	64
1669	N212_BC03	p_5134	tig00000155	8158	0	NA	B.thuringiensis plasmid pTX14-3 DNA	0.159	74.385	yes	99
1670	N237_BC09	p_5135	tig00000858	2038	0	NA	Enterococcus faecium isolate 2014-VREF-268 plasmid p268-2 sequence	0.99	97.749	yes	24
1671	N237_BC09	p_5139	tig00000091	4454	0	NA	Staphylococcus warneri SG1 plasmid pSZ4, complete sequence	0.832	86.81	yes	102
1672	N218_BC10	p_5140	tig00000060	4288	0	NA	Staphylococcus aureus plasmid pTZ4 DNA, complete sequence	0.763	88.369	yes	204
1673	N218_BC10	p_5141	tig00005503	2822	0	NA	Staphylococcus aureus plasmid pBMSa1 lincomycin resistance protein LinA (linA) and replication protein (rep) genes, complete cds	0.706	89.029	yes	417
1674	N218_BC10	p_5142	tig00005504	2854	0	NA	Staphylococcus aureus plasmid pBMSa1 lincomycin resistance protein LinA (linA) and replication protein (rep) genes, complete cds	0.683	90.044	yes	417
1675	N218_BC10	p_5143	tig00000080	31617	0	NA	Bacillus thuringiensis strain Bt185 plasmid pBT1850042, complete sequence	0.625	86.049	yes	365
1676	N140_BC07	p_5146	tig00000084	1462	0	NA	Staphylococcus aureus plasmid pSK6, complete genome	0.88	86.526	yes	141
1677	N140_BC07	p_5147	tig00005605	2189	0	NA	Staphylococcus aureus plasmid pKH4 replication protein Rep (rep) and quaternary ammonium compounds resistance protein Qac genes, complete cds	0.776	80.122	yes	137
1678	N179_BC05	p_5163	tig00000143	3465	0	NA	Staphylococcus aureus subsp. aureus strain 1971.C01 plasmid p1971.C01c, complete sequence	0.55	86.043	yes	10
1679	N150_BC12	p_5171	tig00000114	3948	0	NA	Bacillus thuringiensis strain 4Q2 plasmid pTX14-2, complete sequence	0.422	92.704	yes	39
1680	N151_BC01	p_5174	tig00008749	2445	1	LnuA;	Staphylococcus lugdunensis strain Tlug8G-4 plasmid pT8G, complete sequence	1.02	95.714	yes	124
1681	N151_BC01	p_5177	tig00008748	2454	1	LnuA;	Staphylococcus lugdunensis strain Tlug20G-4 plasmid pT20G, complete sequence	1.011	97.466	yes	124
1682	N151_BC01	p_5181	tig00000035	272815	0	NA	Bacillus thuringiensis strain c25 plasmid unnamed1, complete sequence	0.505	94.405	yes	385
1683	N151_BC01	p_5182	tig00000100	5959	0	NA	Bacillus cereus F837/76 plasmid pF837 10, complete sequence	0.389	79.657	yes	23
1684	N151_BC01	p_5183	tig00008752	9670	0	NA	Bacillus cereus H3081.97 plasmid pH308197 10, complete sequence	0.365	88.217	yes	418
1685	N151_BC01	p_5184	tig00000112	4114	0	NA	Bacillus thuringiensis strain YGd22-03 plasmid pYGD83, complete sequence	0.337	84.605	yes	22
1686	N151_BC01	p_5185	tig00000119	5356	0	NA	Bacillus thuringiensis HD1002 plasmid 7, complete sequence	0.258	75.835	yes	21
1687	N151_BC01	p_5186	tig00000107	5728	0	NA	Bacillus cereus 03BB108 plasmid pBFI 3, complete sequence	0.144	71.97	yes	74
1688	N151_BC01	p_5187	tig00000134	38035	0	NA	Staphylococcus hominis strain FDAARGOS 136 plasmid unnamed2, complete sequence	0.049	88.19	yes	49
1689	N113_BC04	p_5193	tig00000013	8382	0	NA	Staphyloccous epidermidis trimethoprim resistance plasmid pSK639, complete sequence	0.443	93.857	yes	17
1690	N113_BC03	p_5196	tig00000005	5002	0	NA	Listeria monocytogenes strain LM-C-273 plasmid pLM-C-273 clone contig000004 genomic sequence	0.376	88.319	yes	128
1691	N120_BC09	p_5200	tig00000033	37383	0	NA	Staphylococcus epidermidis strain SP1 plasmid pSP01, complete sequence	0.041	88.02	yes	49
1692	N111_BC08	p_5204	tig00000003	2999	0	NA	Bacillus thuringiensis Bt18247 plasmid p12509, complete sequence	0.457	84.175	yes	3
1693	N111_BC08	p_5205	tig00000006	3937	0	NA	Bacillus thuringiensis serovar chinensis CT-43 plasmid pCT6880, complete sequence	0.425	89.649	yes	39
1694	N111_BC08	p_5206	tig00000007	4287	0	NA	Bacillus thuringiensis serovar tolworthi plasmid pKK8 DNA, complete genome, strain: Pasteur Institute Standard strain	0.163	74.31	yes	117
1695	N111_BC08	p_5207	tig00000012	8073	0	NA	Bacillus cereus ATCC 4342 plasmid pBGM, complete sequence	0.091	85.07	yes	4
1696	N160_BC08	p_5213	tig00000013	20774	2	Aph3-Ib;GES;	Serratia marcescens strain AR 0027 plasmid unitig 1 pilon, complete sequence	0.553	91.157	yes	201
1697	N215_BC06	p_5220	tig00000238	34188	0	NA	Bacillus cereus G9241 plasmid pBFH 1, complete sequence	0.123	73.92	yes	26
1698	N161_BC10	p_5222	tig00000393	4195	0	NA	Bacillus thuringiensis plasmid pTX14-1, MOB, REP, and collagen-like protein genes, complete sequence	0.329	75.42	yes	63
1699	N161_BC10	p_5223	tig00000363	4284	0	NA	Bacillus cereus F837/76 plasmid pF837 10, complete sequence	0.305	79.505	yes	23
1700	N161_BC10	p_5224	tig00000359	4287	0	NA	Bacillus toyonensis BCT-7112 plasmid pBCT8, complete sequence	0.29	80.525	yes	23
1701	N161_BC10	p_5225	tig00000375	4094	0	NA	Bacillus thuringiensis strain YGd22-03 plasmid pYGD83, complete sequence	0.282	84.735	yes	22
1702	N161_BC10	p_5227	tig00012604	8179	0	NA	Bacillus toyonensis BCT-7112 plasmid pBCT8, complete sequence	0.178	82.562	yes	99
1703	N204_BC12	p_5235	tig00000105	63781	0	NA	Bacillus thuringiensis serovar indiana strain HD521 plasmid pBTHD521-3, complete sequence	0.435	91.737	yes	175
1704	N219_BC11	p_5247	tig00000159	183915	0	NA	Bacillus thuringiensis strain SCG04-02 plasmid PSCG364, complete sequence	0.729	92.005	yes	123
1705	N219_BC11	p_5249	tig00000269	3928	0	NA	Staphylococcus epidermidis plasmid SAP110B, complete sequence	0.08	83.73	yes	420
1706	N113_BC02	p_5265	tig00000034	5008	0	NA	Listeria monocytogenes strain LM-C-273 plasmid pLM-C-273 clone contig000004 genomic sequence	0.481	86.24	yes	128
1707	N182_BC01	p_5270	tig00000123	50598	0	NA	Staphylococcus capitis subsp. capitis strain AYP1020 plasmid pAYP1020, complete sequence	0.695	78.43	yes	223
1708	N205_BC12	p_5275	tig00000017	180073	0	NA	Delftia acidovorans plasmid pMC1, partial sequence	0.058	90.641	yes	53
1709	N202_BC01	p_5278	tig00000461	11986	0	NA	Bacillus thuringiensis strain HD682 plasmid pBGN 1, complete sequence	0.575	88.344	yes	421
1710	N202_BC01	p_5279	tig00000037	387013	0	NA	Bacillus cereus C1L plasmid pC1L1, complete sequence	0.313	88.59	yes	422
1711	N163_BC07	p_5280	tig00000068	1259	0	NA	Staphylococcus aureus plasmid pSN2 Includes an unknown gene	1.042	82.469	yes	423
1712	N163_BC07	p_5282	tig00000131	4822	0	NA	Staphylococcus aureus strain RIVM0677 plasmid pRIVM0677, complete sequence	0.721	86.762	yes	102
1713	N163_BC07	p_5283	tig00000132	4759	0	NA	Staphylococcus aureus strain RIVM0677 plasmid pRIVM0677, complete sequence	0.68	86.148	yes	102
1714	N163_BC07	p_5284	tig00000027	10589	0	NA	Staphylococcus epidermidis plasmid pSWS581 vga(A) gene region, isolate Rd581	0.531	89.759	yes	424
1715	N163_BC07	p_5285	tig00000048	44756	0	NA	Staphylococcus aureus strain USA300-SUR15 plasmid pUSA08-1-SUR15, complete sequence	0.055	83.069	yes	425
1716	N234_BC08	p_5286	tig00000218	6234	0	NA	Enterococcus faecium strain 2014-VREF-41 plasmid p41-2, complete sequence	0.972	98.303	yes	7
1717	N234_BC08	p_5287	tig00000580	10179	0	NA	Bacillus cereus 03BB108 plasmid pBFI 6, complete sequence	0.887	90.959	yes	1
1718	N234_BC08	p_5288	tig00000579	10096	0	NA	Bacillus cereus 03BB108 plasmid pBFI 6, complete sequence	0.884	90.656	yes	1
1719	N234_BC08	p_5292	tig00000166	184568	0	NA	Bacillus thuringiensis strain SCG04-02 plasmid PSCG364, complete sequence	0.759	92.612	yes	123
1720	N234_BC08	p_5293	tig00000227	12831	0	NA	Bacillus thuringiensis serovar tenebrionis plasmid pBMB175, complete sequence	0.735	87.952	yes	426
1721	N234_BC08	p_5294	tig00003708	9082	0	NA	Bacillus thuringiensis serovar kurstaki str. YBT-1520 plasmid pBMB7921, complete sequence	0.716	91.584	yes	8
1722	N234_BC08	p_5295	tig00000193	60095	0	NA	Bacillus thuringiensis MC28 plasmid pMC189, complete sequence	0.635	88.61	yes	427
1723	N234_BC08	p_5297	tig00000176	96507	0	NA	Bacillus cereus C1L plasmid pC1L1, complete sequence	0.519	92.993	yes	38
1724	N234_BC08	p_5298	tig00000188	84163	0	NA	Bacillus thuringiensis strain MYBT18246 plasmid p120510, complete sequence	0.341	85.448	yes	12
1725	N153_BC11	p_5302	tig00000084	4980	0	NA	Bacillus cereus strain CC-1 plasmid p1, complete sequence	0.715	88.024	yes	37
1726	N153_BC11	p_5304	tig00000081	22552	0	NA	Staphylococcus capitis strain FDAARGOS 378 plasmid unnamed1, complete sequence	0.451	98.158	yes	82
1727	N114_BC08	p_5306	tig00000003	44661	0	NA	Xanthomonas citri pv. phaseoli var. fuscans strain CFBP6166 plasmid pE, complete sequence	0.72	89.329	yes	428
1728	N114_BC08	p_5307	tig00000002	21081	0	NA	Xanthomonas perforans strain LH3 plasmid pLH3.2, complete sequence	0.202	83.906	yes	136
1729	N211_BC10	p_5311	tig00000147	10126	0	NA	Bacillus cereus 03BB108 plasmid pBFI 6, complete sequence	0.783	92.803	yes	1
1730	N225_BC12	p_5317	tig00000068	2041	0	NA	Uncultured prokaryote from Rat gut metagenome metamobilome, plasmid pRGRH0276	0.817	91.082	yes	397
1731	N225_BC12	p_5319	tig00000066	4824	0	NA	Uncultured prokaryote from Rat gut metagenome metamobilome, plasmid pRGRH0369	0.662	92.619	yes	293
1732	N202_BC06	p_5321	tig00004345	184198	0	NA	Bacillus thuringiensis strain SCG04-02 plasmid PSCG364, complete sequence	0.761	92.803	yes	123
1733	N202_BC06	p_5322	tig00000165	4949	0	NA	Bacillus cereus strain CC-1 plasmid p1, complete sequence	0.643	88.85	yes	37
1734	N202_BC06	p_5324	tig00000149	93273	0	NA	Bacillus cytotoxicus strain CH 15 plasmid pCh15 83, complete sequence	0.098	75.585	yes	89
1735	N220_BC02	p_5342	tig00000199	3145	0	NA	Uncultured prokaryote from Rat gut metagenome metamobilome, plasmid pRGRH0087	0.735	88.187	yes	429
1736	N154_BC05	p_5350	tig00000057	2241	0	NA	Staphylococcus aureus plasmid pKH4 replication protein Rep (rep) and quaternary ammonium compounds resistance protein Qac genes, complete cds	0.744	81.634	yes	137
1737	N154_BC05	p_5354	tig00000064	19142	0	NA	Staphylococcus aureus subsp. aureus 11819-97 plasmid p11819-97, partial sequence	0.399	92.628	yes	430
1738	N175_BC10	p_5364	tig00000241	4253	0	NA	Bacillus thuringiensis plasmid pTX14-1, MOB, REP, and collagen-like protein genes, complete sequence	0.365	76.265	yes	63
1739	N175_BC10	p_5365	tig00000263	3941	0	NA	Staphylococcus epidermidis plasmid SAP110B, complete sequence	0.082	83.53	yes	420
1740	N213_BC09	p_5380	tig00000293	7126	0	NA	Bacillus thuringiensis serovar chinensis CT-43 plasmid pCT8252, complete sequence	0.54	90.128	yes	11
1741	N213_BC09	p_5382	tig00000220	96475	0	NA	Bacillus cereus C1L plasmid pC1L1, complete sequence	0.442	92.588	yes	38
1742	N213_BC09	p_5383	tig00000526	84095	0	NA	Bacillus thuringiensis strain MYBT18246 plasmid p142098, complete sequence	0.327	88.828	yes	12
1743	N131_BC08	p_5386	tig00000035	46237	0	NA	Staphylococcus epidermidis PM221 plasmid 1, complete sequence	0.6	94.147	yes	431
1744	N131_BC08	p_5387	tig00000036	7200	0	NA	Staphylococcus epidermidis plasmid pIP1629 mobilization protein (mobC1), (orf69-1), (mobA1), (mobB1), and (orf38-1) genes, and replication protein (rep1) gene, complete cds	0.573	92.107	yes	432
1745	N131_BC08	p_5388	tig00000017	7379	1	VgaA;	Staphylococcus epidermidis plasmid pSWS581 vga(A) gene region, isolate Rd581	0.553	87.687	yes	186
1746	N204_BC03	p_5395	tig00000345	4519	0	NA	Staphylococcus warneri SG1 plasmid pSZ4, complete sequence	0.901	87.832	yes	102
1747	N204_BC03	p_5398	tig00000155	112397	0	NA	Bacillus cereus C1L plasmid pC1L1, complete sequence	0.393	92.617	yes	38
1748	N204_BC03	p_5399	tig00000321	34851	0	NA	Staphylococcus simulans strain FDAARGOS 383 plasmid unnamed, complete sequence	0.363	91.187	yes	433
1749	N157_BC02	p_5400	tig00000014	24000	0	NA	Acinetobacter baumannii ATCC 17978 plasmid pAB1, complete sequence	0.275	98.253	yes	434
1750	N215_BC03	p_5408	tig00007225	8488	0	NA	Staphyloccous epidermidis trimethoprim resistance plasmid pSK639, complete sequence	0.545	90.038	yes	17
1751	N173_BC07	p_5411	tig00002029	25702	0	NA	Acinetobacter baumannii strain B8300 plasmid pB8300, complete sequence	0.532	91.997	yes	393
1752	N173_BC07	p_5412	tig00000040	6508	0	NA	Acinetobacter sp. WCHA45 plasmid p1 010045, complete sequence	0.371	85.925	yes	413
1753	N209_BC11	p_5414	tig00000093	3604	0	NA	Klebsiella pneumoniae strain Kpn1144 plasmid pKP-M1144 In1144 integron, complete sequence	0.312	82.605	yes	129
1754	N203_BC02	p_5415	tig00000098	3737	0	NA	Staphylococcus aureus plasmid pC221 complete DNA sequence	0.824	85.996	yes	181
1755	N203_BC02	p_5418	tig00000106	2791	0	NA	Listeria monocytogenes strain LM-C-273 plasmid pLM-C-273 clone contig000005 genomic sequence	0.525	82.296	yes	34
1756	N208_BC02	p_5429	tig00000051	5870	0	NA	Staphylococcus epidermidis plasmid SAP024B, partial sequence	0.608	84.744	yes	33
1757	N156_BC02	p_5443	tig00000019	7583	0	NA	Sphingobium sp. TKS plasmid pTK7, complete sequence	0.737	89.365	yes	57
1758	N156_BC02	p_5444	tig00000021	14840	0	NA	Sphingomonas sp. SH plasmid pSH, complete sequence	0.362	86.036	yes	59
1759	N143_BC04	p_5448	tig00000051	2145	0	NA	Staphylococcus aureus strain MRSA127 15 plasmid pMRSA127 15, complete sequence	0.747	82.209	yes	335
1760	N143_BC04	p_5450	tig00000011	6989	0	NA	Bacillus thuringiensis serovar chinensis CT-43 plasmid pCT8252, complete sequence	0.625	88.226	yes	11
1761	N143_BC04	p_5451	tig00000038	2613	0	NA	Staphylococcus arlettae strain SA-01 plasmid pSA-01, complete sequence	0.532	80.805	yes	435
1762	N192_BC12	p_5454	tig00000079	5899	0	NA	Staphylococcus epidermidis plasmid SAP024B, partial sequence	0.58	85.754	yes	33
1763	N215_BC12	p_5460	tig00000325	5330	0	NA	Staphylococcus warneri SG1 plasmid pSZ4, complete sequence	0.472	79.336	yes	118
1764	N114_BC11	p_5464	tig00000003	44626	0	NA	Xanthomonas citri pv. phaseoli var. fuscans strain CFBP6166 plasmid pE, complete sequence	0.764	89.482	yes	428
